headline,category,date,source
Journalists And Pundits Praise Trump's Response To Las Vegas Shooting As 'Very Presidential',POLITICS,2017-10-02 00:00:00,HuffPost
Google And Facebook Amplify Far-Right Disinformation Campaigns After Las Vegas Shooting,POLITICS,2017-10-02 00:00:00,HuffPost
Gun Stocks Climb After Las Vegas Shooting,BUSINESS,2017-10-02 00:00:00,HuffPost
Ryan Zinke Snaps At Heckler During Speech On Energy Dominance,POLITICS,2017-09-29 00:00:00,HuffPost
Trump's Bait-And-Switch On The Renewable Fuel Standard,POLITICS,2017-09-26 00:00:00,HuffPost
"His Country Destroyed By Hurricanes, Dominica PM Implores Climate Change Action",WORLD NEWS,2017-09-25 00:00:00,HuffPost
We Need A Government Capable Of Building Climate-Resilient Infrastructure,POLITICS,2017-09-25 00:00:00,HuffPost
Trump's Whole Approach To Health Care Boiled Down To One Tweet,POLITICS,2017-09-21 00:00:00,HuffPost
The US And Syria Are Now The Only Countries To Reject The Paris Climate Accord,POLITICS,2017-09-20 00:00:00,HuffPost
EPA Chief Seems Happy To Answer Fox News' Softball Questions On Climate Change,POLITICS,2017-09-19 00:00:00,HuffPost
America Is Doubling Down On Climate Progress,POLITICS,2017-09-18 00:00:00,HuffPost
"That Climate 'Scandal' Rep. Lamar Smith Promoted Was, Indeed, Fake News",POLITICS,2017-09-18 00:00:00,HuffPost
Rex Tillerson Says U.S. Could Stay In Paris Climate Accord,POLITICS,2017-09-17 00:00:00,HuffPost
Trump Marveled At Historic Hurricanes — Until Someone Brought Up Climate Change,POLITICS,2017-09-14 00:00:00,HuffPost
Will The Trump Administration Ever Acknowledge Climate Change?,POLITICS,2017-09-13 00:00:00,HuffPost
"Honor The Past, Focus On The Future: 9/11 And Climate Change",POLITICS,2017-09-12 00:00:00,HuffPost
The White House Really Doesn't Want To Talk About Climate Change And Hurricanes,POLITICS,2017-09-12 00:00:00,HuffPost
Neil deGrasse Tyson Destroys Climate Change Deniers' Favorite Argument In 1 Tweet,SCIENCE,2017-09-11 00:00:00,HuffPost
Sikh Canadian Politician Brilliantly Foils Racist Woman During Event,WORLD NEWS,2017-09-10 00:00:00,HuffPost
No Place For Climate Change Deniers To Hide,POLITICS,2017-09-10 00:00:00,HuffPost
Miami Mayor To Donald Trump: It's Time To Talk About Climate Change,POLITICS,2017-09-09 00:00:00,HuffPost
"With Revolutionary Battery Tech, We Can Shift Global Energy To Renewables, Says Bill Joy",THE WORLDPOST,2017-09-06 00:00:00,HuffPost
America Needs Dreamers To Fuel The 21st Century Economy,POLITICS,2017-09-05 00:00:00,HuffPost
Energy Department Official Who Called Obama A 'Kenyan Creampuff' Resigns,POLITICS,2017-09-01 00:00:00,HuffPost
Kellyanne Conway Blasts Chris Cuomo For Harvey Climate Change Question,POLITICS,2017-08-31 00:00:00,HuffPost
California's Multi-Front Fight On Climate,POLITICS,2017-08-29 00:00:00,HuffPost
The Working Class Revolt Is Still Boiling,POLITICS,2017-08-29 00:00:00,HuffPost
Trump's Climate Denial Means Hurricane Harvey Relief Funds Will Likely Be Wasted,POLITICS,2017-08-28 00:00:00,HuffPost
"Exxon Mobil 'Misled' Public On Climate Change For 40 Years, Harvard Study Finds",BUSINESS,2017-08-24 00:00:00,HuffPost
Chris Christie Leaves A Trumpian Legacy On Climate Change. But It Won’t Last.,POLITICS,2017-08-22 00:00:00,HuffPost
Trump Administration Dissolves Federal Climate Advisory Committee,POLITICS,2017-08-21 00:00:00,HuffPost
The Hate That Grows In Our Soil,POLITICS,2017-08-17 00:00:00,HuffPost
The Testosterone-Fueled Presidency,POLITICS,2017-08-16 00:00:00,HuffPost
Trump Scraps Obama-Era Rule To Protect Infrastructure From Climate-Change Flooding,POLITICS,2017-08-15 00:00:00,HuffPost
"Economic Anxiety, Distrust Of Government Fuel Gold Rush",POLITICS,2017-08-11 00:00:00,HuffPost
"Readers Respond To Trump's 'Fire And Fury' Remark, Climate Change Report And More",POLITICS,2017-08-11 00:00:00,HuffPost
How To Thaw The Climate Conflict,POLITICS,2017-08-09 00:00:00,HuffPost
EPA Chief Scott Pruitt Avoids Ordinary Citizens On First Trip To Oil-Rich North Dakota,POLITICS,2017-08-09 00:00:00,HuffPost
Cable Tells U.S. Diplomats To Sidestep Questions On Re-Engaging In Paris Climate Deal,POLITICS,2017-08-08 00:00:00,HuffPost
Tuesday's Morning Email: Federal Scientists' Report Warns Of Dramatic Impact Of U.S. Climate Change,POLITICS,2017-08-08 00:00:00,HuffPost
Trump Team Announces Oil-Friendly Strategy For Protecting Sage Grouse,POLITICS,2017-08-08 00:00:00,HuffPost
Trump Doesn’t Want To Tell You If He’s Playing Golf. (Spoiler: He Is.),POLITICS,2017-08-07 00:00:00,HuffPost
The Climate Bomb Lurking Under Arctic Permafrost,WORLD NEWS,2017-08-03 00:00:00,HuffPost
"There's Almost No Chance Of Meeting Paris Climate Goals, Warns Grim New Study",WORLD NEWS,2017-08-02 00:00:00,HuffPost
The Booming Wind Energy Industry Might Finally Break Its Massachusetts Hex,POLITICS,2017-08-02 00:00:00,HuffPost
Energy Department Scientists Barred From Attending Nuclear Power Conference,POLITICS,2017-08-01 00:00:00,HuffPost
Australian Police Foil Apparent Terrorist Plot To Take Down Plane,WORLD NEWS,2017-07-30 00:00:00,HuffPost
Hackers Crack Voting Machines Within Minutes At DEF CON In Vegas,POLITICS,2017-07-29 00:00:00,HuffPost
Reluctant States Raise Gas Taxes to Repair Roads,POLITICS,2017-07-26 00:00:00,HuffPost
"No More New Gas and Diesel Cars From 2040, U.K. Vows",WORLD NEWS,2017-07-26 00:00:00,HuffPost
"In Philippines, Climate Change And Conflict Both Conspire Against Rural Women",WORLD NEWS,2017-07-25 00:00:00,HuffPost
"California Will Officially Keep Fighting Climate Change, Even If Trump Won’t",POLITICS,2017-07-25 00:00:00,HuffPost
Resurrecting Ancient Wines That Can Survive Climate Change,SCIENCE,2017-07-24 00:00:00,HuffPost
"In Fukushima Milestone, Underwater Robot Likely Finds Melted Nuclear Fuel",WORLD NEWS,2017-07-23 00:00:00,HuffPost
"Anti-Vaxxers, Climate Deniers And Fear In The Age Of Uncertainty",POLITICS,2017-07-22 00:00:00,HuffPost
Northeast States Talk Big On Climate. This Is Their First Serious Test.,POLITICS,2017-07-22 00:00:00,HuffPost
Boss Of Coal-Hauling Railroad Says 'Fossil Fuels Are Dead',BUSINESS,2017-07-20 00:00:00,HuffPost
How Climate Change Is Spurring Wildfires In Alaska And The Northwest Territories,WORLD NEWS,2017-07-19 00:00:00,HuffPost
Kids Suing Trump Over Climate Change Get A Boost From Grandpa,POLITICS,2017-07-18 00:00:00,HuffPost
"As Another Smog Season Looms, India Must Act Soon To Keep Delhi From Gasping",WORLD NEWS,2017-07-18 00:00:00,HuffPost
'Because... Climate Change',POLITICS,2017-07-15 00:00:00,HuffPost
"For Pakistan, China's Huge Energy Investments May Have Serious Political Costs",WORLD NEWS,2017-07-14 00:00:00,HuffPost
"Pride In Mental Health: An Interview With LGBT Activists, Cole Ledford And Dior Vargas",IMPACT,2017-07-14 00:00:00,HuffPost
Emmanuel Macron Folds: I 'Respect' Donald Trump Ditching Paris Climate Agreement,WORLD NEWS,2017-07-13 00:00:00,HuffPost
Dem Senator: GOP Frustration With Donald Trump 'Ready To Boil Over',POLITICS,2017-07-13 00:00:00,HuffPost
Extreme Weather Takes A Toll On Wheat Harvests. Climate Change Will Make It Worse.,POLITICS,2017-07-12 00:00:00,HuffPost
Making Infrastructure Great Again Means Acknowledging Climate Change,POLITICS,2017-07-12 00:00:00,HuffPost
Trump Offers Low-Energy Defense Of His 'High-Quality' Son,POLITICS,2017-07-11 00:00:00,HuffPost
Rex Tillerson Travels To Turkey To Be Honored By The Oil Industry,POLITICS,2017-07-10 00:00:00,HuffPost
G-20 Communique Exposes Divide With U.S. On Climate Policy,WORLD NEWS,2017-07-08 00:00:00,HuffPost
Everyone Should Sell Their Fossil Fuel Stocks,BUSINESS,2017-07-08 00:00:00,HuffPost
"Interior Chief Signs Order To Boost Oil, Gas Development On Federal Lands",POLITICS,2017-07-06 00:00:00,HuffPost
California Will Hold Its Own Global Climate Summit As Trump Refuses To Act,POLITICS,2017-07-06 00:00:00,HuffPost
We're Still In? Business Has Much More To Do If It Wants To Be A Climate Leader,BUSINESS,2017-07-06 00:00:00,HuffPost
Auschwitz Memorial Slams GOP Congressman For Recording Video Inside Gas Chamber,POLITICS,2017-07-05 00:00:00,HuffPost
Report Fuels Anthony Kennedy Retirement Rumors,POLITICS,2017-07-03 00:00:00,HuffPost
Myths And Money Behind Trump’s Energy Plan,POLITICS,2017-07-03 00:00:00,HuffPost
Stephen Hawking: Trump's Climate Policies Could Turn Earth Into Venus,SCIENCE,2017-07-03 00:00:00,HuffPost
Merkel Vows To Fight Trump Over Action On Climate Change,WORLD NEWS,2017-06-30 00:00:00,HuffPost
"EPA Plans New Climate Science ‘Critique,’ Swapping Peer Review For Red Vs. Blue Politics",POLITICS,2017-06-30 00:00:00,HuffPost
Experts Have A Plan To Beat Climate Change Even If Donald Trump Won't Help,POLITICS,2017-06-30 00:00:00,HuffPost
Angela Merkel Vows G20 Won’t Bow To Trump On Climate Change,POLITICS,2017-06-30 00:00:00,HuffPost
"ExxonMobil Talks A Good Game, But It’s Still Funding Climate Science Deniers",POLITICS,2017-06-30 00:00:00,HuffPost
Chinese Province Larger Than Texas Just Ran For An Entire Week On Only Renewable Energy,WORLD NEWS,2017-06-29 00:00:00,HuffPost
"By 2090, The Paris Climate Pact Could Save Thousands Of U.S. Lives Each Year",POLITICS,2017-06-29 00:00:00,HuffPost
Gulf Crisis Stalemate Fuels Fears In Muslim Asia,WORLD NEWS,2017-06-29 00:00:00,HuffPost
Energy Week Is Energy Weak,POLITICS,2017-06-29 00:00:00,HuffPost
Most People Don't See How Climate Change Is Affecting Their Lives — And That's A Problem,SCIENCE,2017-06-29 00:00:00,HuffPost
'You Are A Climate Denier': Protesters Interrupt Rick Perry's Speech At Energy Conference,POLITICS,2017-06-28 00:00:00,HuffPost
Rick Perry Joins List Of Officials Who Won't Say If Trump Believes In Climate Change,POLITICS,2017-06-27 00:00:00,HuffPost
"Mayors Have Message For Donald Trump: If You Won’t Lead U.S. Climate Fight, We Will",POLITICS,2017-06-27 00:00:00,HuffPost
Local Actions Lead The Global Efforts To Address Climate Change,IMPACT,2017-06-27 00:00:00,HuffPost
Don't Be Fooled By The Gentler Tone Of Charles Koch's Climate-Change Denial,POLITICS,2017-06-26 00:00:00,HuffPost
Climate Change Could Threaten Up To 2 Billion Refugees By 2100,POLITICS,2017-06-26 00:00:00,HuffPost
How The Gas Industry Can Help Fight Climate Change In Siberia,THE WORLDPOST,2017-06-26 00:00:00,HuffPost
Oil Tanker Explosion Kills 146 People In Pakistan,WORLD NEWS,2017-06-25 00:00:00,HuffPost
Mayors Could Shift Nearly 42 Percent Of U.S. Electricity To Renewables By 2035,POLITICS,2017-06-23 00:00:00,HuffPost
The Trash Incinerator Industry Is Trying To Tank A Massive Renewable-Energy Effort,POLITICS,2017-06-23 00:00:00,HuffPost
If Trump And Modi Talk Climate,THE WORLDPOST,2017-06-22 00:00:00,HuffPost
Government Action Isn't Enough For Climate Change. The Private Sector Can Cut Billions Of Tons Of Carbon,WORLD NEWS,2017-06-22 00:00:00,HuffPost
Rick Perry Gets Schooled On Climate Change,POLITICS,2017-06-21 00:00:00,HuffPost
Texas Group That Fueled Trump Voter Fraud Claim Scales Back 2016 Election Audit,POLITICS,2017-06-21 00:00:00,HuffPost
Al Franken Butts Heads With Interior Secretary Over Climate Change,POLITICS,2017-06-20 00:00:00,HuffPost
Energy Chief Rick Perry Denies Carbon Dioxide Is Driving Climate Change,POLITICS,2017-06-19 00:00:00,HuffPost
"Insurers Talk A Lot About Climate Change, But Most Still Do Business In Coal",POLITICS,2017-06-19 00:00:00,HuffPost
Trump’s Attack On Renewable Energy,POLITICS,2017-06-19 00:00:00,HuffPost
"Federal Pullback, Climate Change Could Boost State Spending On Disasters",POLITICS,2017-06-19 00:00:00,HuffPost
How World Cities Moving Forward On Climate Change Leave The U.S. President Behind,WORLD NEWS,2017-06-15 00:00:00,HuffPost
Trump Tells Mayor Of Sinking U.S. Island Not To Worry About Climate Change,POLITICS,2017-06-14 00:00:00,HuffPost
Interior Department Scrubs Climate Change From Agency Website. Again.,POLITICS,2017-06-13 00:00:00,HuffPost
"Seeking Energy Security, Poland Welcomes U.S. Natural Gas But Defends Coal Power",WORLD NEWS,2017-06-13 00:00:00,HuffPost
Scott Pruitt Leaves G7 Climate Meeting More Than A Day Early,POLITICS,2017-06-12 00:00:00,HuffPost
"World Order Could Hinge On Solving The Climate Crisis, Security Experts Warn",POLITICS,2017-06-09 00:00:00,HuffPost
For-Profit College Barons In Vegas: Have They Hit The Jackpot?,POLITICS,2017-06-08 00:00:00,HuffPost
Trump's Climate Withdrawal Is An Impeachable Offense,POLITICS,2017-06-08 00:00:00,HuffPost
"As Trump Bails On Paris Accord, China Turns To A Different Climate Ally: California",POLITICS,2017-06-07 00:00:00,HuffPost
"The U.S. Is Already Falling Behind On Future Energy Technology, Generals Warn",POLITICS,2017-06-07 00:00:00,HuffPost
Scott Pruitt (Sort Of) Answers Whether Trump Believes In Climate Change,POLITICS,2017-06-06 00:00:00,HuffPost
The Execs Bashing Trump’s Paris Withdrawal Are Also Funding Climate-Change Deniers,POLITICS,2017-06-06 00:00:00,HuffPost
Trump Administration Could Permit Oil Companies To ‘Assault' Marine Life,POLITICS,2017-06-06 00:00:00,HuffPost
Climate Change And The Minnesota Governor’s Race,POLITICS,2017-06-06 00:00:00,HuffPost
Trudeau Reaffirms Climate Change Fight Will Go On Despite Trump,WORLD NEWS,2017-06-05 00:00:00,HuffPost
Top U.S. Diplomat In China Quits Over Donald Trump's Climate Policy,POLITICS,2017-06-05 00:00:00,HuffPost
Trump's Interior Secretary Spoke To Oil Trade Group At Trump Hotel,POLITICS,2017-06-05 00:00:00,HuffPost
We’ll Always Have Paris: Trump’s Impact On The Climate Agreement,POLITICS,2017-06-05 00:00:00,HuffPost
Trump’s EPA Chief Still Not Saying If Trump Believes Climate Change Is Real,POLITICS,2017-06-04 00:00:00,HuffPost
"While President Trump Withdraws From The Paris Climate Agreement, Teenagers Like Myself are Fighting the Climate Crisis Head-On",IMPACT,2017-06-04 00:00:00,HuffPost
We (Still) Don’t Know If Trump Believes In Climate Change,POLITICS,2017-06-03 00:00:00,HuffPost
Michael Bloomberg Pledges $15 Million For Paris Climate Pact,POLITICS,2017-06-03 00:00:00,HuffPost
U.N. Ambassador Nikki Haley Says Donald Trump Thinks The Climate Is Changing,POLITICS,2017-06-03 00:00:00,HuffPost
France Trolls Trump With 'Corrected' Video On Paris Climate Accord,POLITICS,2017-06-03 00:00:00,HuffPost
Disaster Branding: The Importance Of Naming Climate Disasters After Trump,POLITICS,2017-06-03 00:00:00,HuffPost
World Pledges To Save 'Mother Earth' Despite Trump's Snub To Climate Pact,WORLD NEWS,2017-06-02 00:00:00,HuffPost
The White House Still Won’t Say If Trump Believes In Climate Change,POLITICS,2017-06-02 00:00:00,HuffPost
"As Donald Trump Pulls Out Of Paris Pact, Eyes Turn To China To Lead Climate Fight",POLITICS,2017-06-02 00:00:00,HuffPost
"Actually, Mike Pence, Climate Change Has Nothing To Do With A 'Liberal' Agenda",POLITICS,2017-06-02 00:00:00,HuffPost
CNN Reporter Jim Acosta Slams EPA Chief On Climate Change Denial,POLITICS,2017-06-02 00:00:00,HuffPost
Donald Trump Hits The Retweet Button Hard To Justify Paris Climate Deal Exit,POLITICS,2017-06-02 00:00:00,HuffPost
9 Times Donald Trump Showed He Doesn't Understand The Climate Pact He Just Quit,POLITICS,2017-06-02 00:00:00,HuffPost
Trump’s EPA Chief Rebukes Critics As ‘Climate Exaggerators’ After Quitting Paris Accord,POLITICS,2017-06-02 00:00:00,HuffPost
White House Protesters Shame Donald Trump Over Paris Climate Deal,POLITICS,2017-06-02 00:00:00,HuffPost
Arnold Schwarzenegger Tears Into Donald Trump Over Paris Climate Deal Withdrawal,POLITICS,2017-06-02 00:00:00,HuffPost
The Three Most Flagrant Falsehoods In Trump's Climate Speech,POLITICS,2017-06-02 00:00:00,HuffPost
Scott Pruitt Won't Say If Donald Trump Still Thinks Climate Change Is A Hoax,POLITICS,2017-06-01 00:00:00,HuffPost
"Ravaged By Climate Change, The Great Barrier Reef May Never Be The Same",WORLD NEWS,2017-06-01 00:00:00,HuffPost
Trump To Announce Decision On Global Climate Deal On Thursday,POLITICS,2017-06-01 00:00:00,HuffPost
Vatican Sees U.S. Climate Accord Withdrawal As 'Huge Slap In The Face',POLITICS,2017-06-01 00:00:00,HuffPost
Neil deGrasse Tyson Burns Donald Trump Over Possible Paris Climate Deal Withdrawal,SCIENCE,2017-06-01 00:00:00,HuffPost
Climate Change Drives Domestic Violence In Fiji,WORLD NEWS,2017-06-01 00:00:00,HuffPost
The Weather Channel Is Not Holding Back When It Comes To Climate Change,POLITICS,2017-06-01 00:00:00,HuffPost
"With Trump Going AWOL On Climate, California Governor Seeks China As An Ally",THE WORLDPOST,2017-06-01 00:00:00,HuffPost
Paris Climate Agreement Withdrawal Is Golden Ticket For Future Elections,POLITICS,2017-06-01 00:00:00,HuffPost
Republicans Who Support Combating Climate Change Urge Trump To Stay In Paris Deal,POLITICS,2017-05-31 00:00:00,HuffPost
Donald Trump Reportedly Plans To Withdraw From Paris Climate Deal,POLITICS,2017-05-31 00:00:00,HuffPost
Exxon Shareholders Push Company To Be More Transparent About Climate Risks,BUSINESS,2017-05-31 00:00:00,HuffPost
UPDATE: Elon Musk To Stop Advising Trump As U.S. Departs Paris Climate Accord,POLITICS,2017-05-31 00:00:00,HuffPost
Sean Spicer Can't Answer Whether Trump Believes In Man-Made Climate Change,POLITICS,2017-05-30 00:00:00,HuffPost
"GOP Rep. Says He's Not A Climate-Change Denier, Then Casts Doubt On Basic Fact",POLITICS,2017-05-30 00:00:00,HuffPost
Jared Kushner Probably Isn't Going To Save The Paris Climate Deal,POLITICS,2017-05-29 00:00:00,HuffPost
Report: Trump Tells 'Confidants' U.S. Will leave Paris Climate Deal,POLITICS,2017-05-28 00:00:00,HuffPost
2 Top GOP Officials Offer Mixed Messages On Future Of Paris Climate Deal,POLITICS,2017-05-28 00:00:00,HuffPost
"Trump And Other Leaders Clash On Trade, Climate At G7",WORLD NEWS,2017-05-26 00:00:00,HuffPost
Climate Change Is Turning Antarctica Green,POLITICS,2017-05-24 00:00:00,HuffPost
Elon Musk Is 'Cautiously Optimistic' After Talking To Trump About Paris Climate Pact,POLITICS,2017-05-23 00:00:00,HuffPost
Oil Giant Shell Warns U.S. Not To Withdraw From Paris Accord On Climate,POLITICS,2017-05-22 00:00:00,HuffPost
Trump Deputy Interior Pick Gets A Lashing On Climate Change,POLITICS,2017-05-18 00:00:00,HuffPost
"Embroiled In Controversies, Trump Seeks Boost On Foreign Trip",THE WORLDPOST,2017-05-17 00:00:00,HuffPost
Investigation Shows Yale Isn’t The Climate-Conscious Investor It Claims To Be,POLITICS,2017-05-16 00:00:00,HuffPost
Rex Tillerson Signs Declaration Calling Climate Change Threat To The Arctic,POLITICS,2017-05-12 00:00:00,HuffPost
"Amid DOJ Turmoil, Jeff Sessions Honored By Police Union Boss Some Dub A 'Noisy Troll’",POLITICS,2017-05-12 00:00:00,HuffPost
"FBI In Turmoil Over Comey Firing, Scramble On For New Chief",POLITICS,2017-05-10 00:00:00,HuffPost
3 Republicans Defect To Reject Bill To Repeal Obama-Era Greenhouse Gas Rule,POLITICS,2017-05-10 00:00:00,HuffPost
"Chicago Reminds Trump's EPA That When It Comes To Climate Change, The Internet Never Forgets",POLITICS,2017-05-09 00:00:00,HuffPost
Suit Seeks Info About Bullying Of Federal Workers Over Climate Change,POLITICS,2017-05-02 00:00:00,HuffPost
